test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,flavor_4
203809,A-Dub,Hybrid,,,,,,Relaxed,Happy,Euphoric,Uplifted,Sleepy,,,,Pungent,Skunk,Spicy/Herbal,
210141,Cherry Kola,Hybrid,Stress, Depression, Pain, Lack of Appetite, Insomnia,Euphoric, Happy, Relaxed, Uplifted, Dry Mouth, Paranoid, Anxious,,Berry, Sweet,,
211756,Rare Darkness,Hybrid,Insomnia, Pain, Stress, Muscle Spasms, Inflammation,Relaxed, Sleepy, Euphoric, Hungry, Happy, Dry Mouth, Anxious,,Grape, Citrus, Sweet,
215921,Blue Buddha,Indica,Depression, Insomnia, Lack of Appetite,,,Happy, Relaxed, Tingly, Euphoric,,,,,,,,
216859,Candy Jack,Hybrid,Stress, Depression, Lack of Appetite,,,Happy, Uplifted, Energetic, Euphoric, Creative, Dry Mouth, Anxious, Paranoid,Sweet, Citrus, Pine,
218358,Ultra Sour,Hybrid,Depression, Lack of Appetite, Stress,,,Uplifted, Energetic, Creative, Happy, Hungry, Dry Mouth, Anxious,,Lemon, Skunk,,
218624,Thai Haze,Hybrid,Depression, Stress, Pain, Lack of Appetite, Muscle Spasms,Creative, Energetic, Happy, Horny, Euphoric, Anxious, Dry Mouth,,Pine, Pepper, Sweet,
218708,Clifford,Hybrid,,,,,,,,,,,,,,Earthy,Berry,Citrus,
222254,White Afghani,Hybrid,,,,,,,,,,,,,,Tropical,Pepper,Sweet,
223358,Gooberry,Hybrid,Pain, Stress, Nausea, Lack of Appetite, Inflammation,Euphoric, Happy, Relaxed, Horny, Dry Mouth,,,,Berry, Sweet,,
229933,Doctor Doctor,Sativa,Inflammation, Muscle Spasms, Nausea, Pain,,Relaxed, Uplifted, Focused, Happy, Tingly,,,,Sweet, Strawberry, Citrus,
231077,Terminator OG,Indica,Stress, Insomnia, Pain, Muscle Spasms,,Relaxed, Happy, Sleepy, Creative, Uplifted, Dry Mouth,,,Sweet, Pine, Rose,
233186,Pinot Noir,Hybrid,,,,,,,,,,,,,,Citrus,Sweet,Orange,
233690,Bluniverse,Hybrid,,,,,,Euphoric,Uplifted,Happy,Tingly,Creative,,,,Berry,Woody,Earthy,
